ubiReg,ubiProv,ubiDis,depa,prov,dist,pobla,idh,esperanza,secundaria,tiempoedu,percapitaf,PPK,FP
150000,150600,150609,LIMA,HUARAL,SAN MIGUEL DE ACOS,778,0.4559,79.5,64.77,8.53,499,162,436
150000,150600,150610,LIMA,HUARAL,SANTA CRUZ DE ANDAMARCA,1349,0.4182,78.15,69.61,8.37,393.6,44,200
150000,150600,150611,LIMA,HUARAL,SUMBILCA,1070,0.3339,82.46,31,7.4,309.1,125,522
150000,150600,150612,LIMA,HUARAL,VEINTISIETE DE NOVIEMBRE,485,0.35,78.09,66.74,5.92,306.4,126,275
150000,150700,150702,LIMA,HUAROCHIRI,ANTIOQUIA,1316,0.3554,72.54,47.88,7.38,357,353,744
150000,150700,150703,LIMA,HUAROCHIRI,CALLAHUANCA,3391,0.4569,71.91,88.64,10.56,441.7,324,393
150000,150700,150704,LIMA,HUAROCHIRI,CARAMPOMA,1542,0.4249,76.24,84,9.62,360.6,201,200
150000,150700,150705,LIMA,HUAROCHIRI,CHICLA,7582,0.6632,72.06,64.76,10.28,1509.2,787,919
150000,150700,150706,LIMA,HUAROCHIRI,CUENCA,406,0.0946,72.9,0.14,6.23,161.8,133,234
150000,150700,150707,LIMA,HUAROCHIRI,HUACHUPAMPA,2287,0.2984,70.97,90,10.04,153.3,190,275
150000,150700,150708,LIMA,HUAROCHIRI,HUANZA,2368,0.2621,75.14,69.49,8.46,128,226,251
150000,150700,150709,LIMA,HUAROCHIRI,HUAROCHIRI,1428,0.3129,76.8,57.81,8.74,199.6,261,503
150000,150700,150710,LIMA,HUAROCHIRI,LAHUAYTAMBO,748,0.2347,80.69,22.41,7.49,149.5,147,242
150000,150700,150711,LIMA,HUAROCHIRI,LANGA,945,0.251,75.51,37,7.12,159.4,238,317
150000,150700,150712,LIMA,HUAROCHIRI,LARAOS,1842,0.2867,78.25,60.99,9.26,150.6,93,166
150000,150700,150713,LIMA,HUAROCHIRI,MARIATANA,1378,0.1978,76.12,20.08,6.12,125.6,324,485
150000,150700,150701,LIMA,HUAROCHIRI,MATUCANA,4066,0.4973,69.86,74.04,9.76,664.7,1557,2251
150000,150700,150714,LIMA,HUAROCHIRI,RICARDO PALMA,6092,0.5708,72.86,77.98,11.25,833.1,1902,2556
150000,150700,150715,LIMA,HUAROCHIRI,SAN ANDRES DE TUPICOCHA,1354,0.2151,73.58,25.2,6.4,141,351,624
150000,150700,150716,LIMA,HUAROCHIRI,SAN ANTONIO,5180,0.2714,72.64,71.89,8.37,142.7,6998,12387
150000,150700,150717,LIMA,HUAROCHIRI,SAN BARTOLOME,2113,0.467,75.17,77.42,10.07,482.2,465,548
150000,150700,150718,LIMA,HUAROCHIRI,SAN DAMIAN,1321,0.2547,74.67,54.97,7.31,141.6,163,799
150000,150700,150719,LIMA,HUAROCHIRI,SAN JUAN DE IRIS,1452,0.2795,72.25,85.71,10.08,131.7,131,132
150000,150700,150720,LIMA,HUAROCHIRI,SAN JUAN DE TANTARANCHE,486,0.2872,76.02,50.2,9.11,170.1,62,130
150000,150700,150721,LIMA,HUAROCHIRI,SAN LORENZO DE QUINTI,1621,0.2664,74.83,47.8,8.18,156,293,424
150000,150700,150722,LIMA,HUAROCHIRI,SAN MATEO,5222,0.5445,71.22,70.49,9.86,851.9,983,2360
150000,150700,150723,LIMA,HUAROCHIRI,SAN MATEO DE OTAO,1723,0.3676,71.42,75.68,7.94,311.6,371,1127
150000,150700,150724,LIMA,HUAROCHIRI,SAN PEDRO DE CASTA,1300,0.3025,70.85,66.73,8.19,197.9,401,385
150000,150700,150725,LIMA,HUAROCHIRI,SAN PEDRO DE HUANCAYRE,256,0.3204,73.84,100,7.76,188.7,53,71
150000,150700,150726,LIMA,HUAROCHIRI,SANGALLAYA,626,0.261,76.27,30.08,6.93,190.7,80,245
150000,150700,150727,LIMA,HUAROCHIRI,SANTA CRUZ DE COCACHACRA,2462,0.5422,71.27,96.08,9.91,722.7,575,1012
150000,150700,150728,LIMA,HUAROCHIRI,SANTA EULALIA,11482,0.5697,71.31,75.01,10.5,906.4,3746,4228
150000,150700,150729,LIMA,HUAROCHIRI,SANTIAGO DE ANCHUCAYA,553,0.3784,73.88,87.5,7.78,305.1,59,205
150000,150700,150730,LIMA,HUAROCHIRI,SANTIAGO DE TUNA,717,0.2467,71.65,71.46,6.71,130.8,89,336
150000,150700,150731,LIMA,HUAROCHIRI,SANTO DOMINGO DE LOS OLLERO,3983,0.264,70.23,47.83,8.24,164.2,715,1447
150000,150700,150732,LIMA,HUAROCHIRI,SURCO,1935,0.4015,70.65,86.11,9.2,348.1,599,723
150000,150800,150802,LIMA,HUAURA,AMBAR,2809,0.2399,74.95,32.66,6.54,158.8,163,941
150000,150800,150803,LIMA,HUAURA,CALETA DE CARQUIN,6604,0.4772,76.73,66.19,8.95,573.1,937,2639
150000,150800,150804,LIMA,HUAURA,CHECRAS,1685,0.2295,78.88,28.83,6.11,147.2,81,351
150000,150800,150801,LIMA,HUAURA,HUACHO,58105,0.6264,77.47,83.58,11.69,943.2,19403,20398
150000,150800,150805,LIMA,HUAURA,HUALMAY,28270,0.554,77.13,74.85,10.39,752,6942,9414
150000,150800,150806,LIMA,HUAURA,HUAURA,34156,0.5255,77.7,67.59,9.07,727.1,7994,12677
150000,150800,150807,LIMA,HUAURA,LEONCIO PRADO,2020,0.2145,76.34,18.26,6.79,147.3,146,1004
150000,150800,150808,LIMA,HUAURA,PACCHO,2186,0.2436,78.61,47.97,6.59,134.2,200,628
150000,150800,150809,LIMA,HUAURA,SANTA LEONOR,1501,0.2714,74.93,42.48,7.48,178.6,112,530
150000,150800,150810,LIMA,HUAURA,SANTA MARIA,31528,0.5277,76.59,75.25,10.09,670.2,7972,12791
150000,150800,150811,LIMA,HUAURA,SAYAN,23561,0.5312,76.32,60.52,8.32,854.6,5190,7745
150000,150800,150812,LIMA,HUAURA,VEGUETA,20763,0.5179,76.59,73.46,8.53,709.9,3751,8968
150000,150100,150102,LIMA,LIMA,ANCON,39769,0.5983,77.93,74.68,10.13,939,9985,15774
150000,150100,150103,LIMA,LIMA,ATE,573948,0.6034,78.73,74.99,10.59,922.6,144519,188499
150000,150100,150104,LIMA,LIMA,BARRANCO,31959,0.746,79.08,86.94,12.46,1440.6,22250,13682
150000,150100,150105,LIMA,LIMA,BRENA,79456,0.7196,78.99,84.44,12.14,1336.6,51529,32926
150000,150100,150106,LIMA,LIMA,CARABAYLLO,267961,0.5624,78.2,73.25,10.26,783.6,66402,82406
150000,150100,150107,LIMA,LIMA,CHACLACAYO,43180,0.6627,79.56,79.72,11.43,1107.8,14922,15419
150000,150100,150108,LIMA,LIMA,CHORRILLOS,314835,0.657,78.65,77.24,11.11,1133.3,95963,97307
150000,150100,150109,LIMA,LIMA,CIENEGUILLA,38328,0.5615,77.97,79.22,10.08,762.3,6223,8195
150000,150100,150110,LIMA,LIMA,COMAS,517881,0.6302,78.91,80.03,11.14,981.7,161284,172130
150000,150100,150111,LIMA,LIMA,EL AGUSTINO,189924,0.6058,80.08,69.45,10.21,965.9,54876,73500
150000,150100,150112,LIMA,LIMA,INDEPENDENCIA,216503,0.6224,78.85,77.25,10.86,978.3,64527,72869
150000,150100,150113,LIMA,LIMA,JESUS MARIA,71364,0.7572,79.51,85.62,13.42,1442,60734,28322
150000,150100,150114,LIMA,LIMA,LA MOLINA,157638,0.7814,79.38,86.2,13.76,1557.5,82307,42451
150000,150100,150115,LIMA,LIMA,LA VICTORIA,182552,0.6459,78.87,75.97,11.16,1080.8,80163,80651
150000,150100,150101,LIMA,LIMA,LIMA,286849,0.6787,79.14,80.16,11.54,1186.8,140089,110435
150000,150100,150116,LIMA,LIMA,LINCE,52961,0.767,79.49,85.74,12.85,1534.4,42854,22372
150000,150100,150117,LIMA,LIMA,LOS OLIVOS,355101,0.6593,79.16,80.63,11.61,1083.6,131477,105765
150000,150100,150118,LIMA,LIMA,LURIGANCHO,201248,0.605,79.13,76.13,10.74,908.5,45499,52466
150000,150100,150119,LIMA,LIMA,LURIN,76874,0.5873,78.61,70.78,10.07,905.7,16517,26899
150000,150100,150120,LIMA,LIMA,MAGDALENA DEL MAR,54386,0.7491,79.52,84.52,12.98,1433,34744,17381
150000,150100,150121,LIMA,LIMA,MAGDALENA VIEJA,77038,0.7532,79.44,87.19,13.31,1415.9,52452,24208
150000,150100,150122,LIMA,LIMA,MIRAFLORES,84473,0.7971,79.41,89.5,14.25,1589.1,71976,30057
150000,150100,150123,LIMA,LIMA,PACHACAMAC,102691,0.5447,77.87,66.5,9.93,767.8,17826,28799
150000,150100,150124,LIMA,LIMA,PUCUSANA,14403,0.4974,77.62,60.94,9.84,623.9,2680,4598
150000,150100,150125,LIMA,LIMA,PUENTE PIEDRA,305537,0.5679,78.36,74.21,10.26,798.5,68552,99508
150000,150100,150126,LIMA,LIMA,PUNTA HERMOSA,6935,0.6329,77.93,73.86,11.07,1055.3,2310,2124
150000,150100,150127,LIMA,LIMA,PUNTA NEGRA,6878,0.595,78.14,70.2,11.03,902.9,2191,2159
150000,150100,150128,LIMA,LIMA,RIMAC,171921,0.6594,79.08,75.94,11.06,1149.1,69063,67087
150000,150100,150129,LIMA,LIMA,SAN BARTOLO,7008,0.6203,78.9,81.87,11.01,933.8,2085,2224
150000,150100,150130,LIMA,LIMA,SAN BORJA,111568,0.7569,79.55,87.06,13.97,1396.6,69232,30222
150000,150100,150131,LIMA,LIMA,SAN ISIDRO,56570,0.7638,79.46,88.89,14.02,1418.7,40537,16936
150000,150100,150132,LIMA,LIMA,SAN JUAN DE LURIGANCHO,1025929,0.616,78.73,76.31,10.84,957.9,264607,318615
150000,150100,150133,LIMA,LIMA,SAN JUAN DE MIRAFLORES,393493,0.642,79.32,80.14,11.02,1033.4,122420,136162
150000,150100,150134,LIMA,LIMA,SAN LUIS,57368,0.7058,80.37,79.74,12.12,1268.5,26511,20996
150000,150100,150135,LIMA,LIMA,SAN MARTIN DE PORRES,659613,0.6553,79.08,82.79,11.78,1044.3,209170,190749
150000,150100,150136,LIMA,LIMA,SAN MIGUEL,135086,0.7521,79.33,85.29,13.01,1446.3,70424,36323
150000,150100,150137,LIMA,LIMA,SANTA ANITA,213561,0.638,79.49,76.19,10.79,1050.1,71903,77289
150000,150100,150138,LIMA,LIMA,SANTA MARIA DEL MAR,1220,0.6735,78.29,100,10.37,1126.5,688,438
150000,150100,150139,LIMA,LIMA,SANTA ROSA,15399,0.6111,78.03,79.04,11.04,922.4,4170,6224
150000,150100,150140,LIMA,LIMA,SANTIAGO DE SURCO,326928,0.7371,79.45,87.05,13.41,1324.3,160178,87202
150000,150100,150141,LIMA,LIMA,SURQUILLO,92328,0.7363,79.23,85.08,12.36,1403.8,46008,28682
150000,150100,150142,LIMA,LIMA,VILLA EL SALVADOR,436289,0.6028,78.86,75.3,10.67,911.8,105090,148926
150000,150100,150143,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,426462,0.5879,78.97,74.15,10.16,877.8,106839,149475
150000,150900,150902,LIMA,OYON,ANDAJES,1056,0.4506,81.33,60.08,6.04,601.9,53,267
150000,150900,150903,LIMA,OYON,CAUJUL,1001,0.4405,80.47,61.59,8.74,450.4,50,253
150000,150900,150904,LIMA,OYON,COCHAMARCA,1586,0.2366,78.85,65.65,6.96,109.4,169,665
150000,150900,150905,LIMA,OYON,NAVAN,1160,0.3845,82.77,63.67,8.55,299.4,164,408
150000,150900,150901,LIMA,OYON,OYON,13974,0.5215,79.39,56.82,9.1,748.5,1993,3185
150000,150900,150906,LIMA,OYON,PACHANGARA,3440,0.4772,82.03,50.15,8.92,597.3,387,1273
150000,151000,151002,LIMA,YAUYOS,ALIS,1345,0.6699,72.88,57.16,10.59,1596.1,180,96
150000,151000,151003,LIMA,YAUYOS,AYAUCA,2046,0.5242,78.09,47.69,10.34,784.2,320,456
150000,151000,151004,LIMA,YAUYOS,AYAVIRI,726,0.3085,79.84,50.2,8.5,197.6,93,234
150000,151000,151005,LIMA,YAUYOS,AZANGARO,568,0.2176,73.8,20.14,7.92,141,98,205
150000,151000,151006,LIMA,YAUYOS,CACRA,481,0.3129,80.53,60.04,7.07,207.7,136,214
150000,151000,151007,LIMA,YAUYOS,CARANIA,358,0.4172,82.23,60.09,7.78,408.1,52,68
150000,151000,151008,LIMA,YAUYOS,CATAHUASI,1024,0.4025,80.33,52.74,8.85,375.6,317,543
150000,151000,151009,LIMA,YAUYOS,CHOCOS,1162,0.2404,76.88,38.98,6.59,144.2,284,428
150000,151000,151010,LIMA,YAUYOS,COCHAS,371,0.3071,79.97,100,8.71,146.7,25,60
150000,151000,151011,LIMA,YAUYOS,COLONIA,1385,0.2956,70.53,61.16,7.78,200.3,319,501
150000,151000,151012,LIMA,YAUYOS,HONGOS,418,0.2456,76.59,50.17,7.13,132.9,67,149
150000,151000,151013,LIMA,YAUYOS,HUAMPARA,216,0.3173,72.85,100,8.9,174.7,79,104
150000,151000,151014,LIMA,YAUYOS,HUANCAYA,1207,0.3136,79.75,91.67,9.86,150.5,111,193
150000,151000,151017,LIMA,YAUYOS,HUANEC,489,0.313,71.74,100,8.66,174.5,95,132
150000,151000,151015,LIMA,YAUYOS,HUANGASCAR,617,0.2732,73.4,50.09,8.04,167.8,178,204
150000,151000,151016,LIMA,YAUYOS,HUANTAN,959,0.3012,79.24,18.61,7.66,303.8,189,312
150000,151000,151018,LIMA,YAUYOS,LARAOS,855,0.5916,76.09,73.35,9.87,963.2,140,216
150000,151000,151019,LIMA,YAUYOS,LINCHA,869,0.2513,78.09,44.51,6.5,150.2,135,249
150000,151000,151020,LIMA,YAUYOS,MADEAN,832,0.2305,70.83,44.52,7.3,130.2,123,335
150000,151000,151021,LIMA,YAUYOS,MIRAFLORES,458,0.3942,71.02,20.32,8.92,651.8,83,86
150000,151000,151022,LIMA,YAUYOS,OMAS,617,0.2403,72.14,33.54,7.9,149.7,215,285
150000,151000,151023,LIMA,YAUYOS,PUTINZA,478,0.3822,73.69,100,8.5,281.9,243,299
150000,151000,151024,LIMA,YAUYOS,QUINCHES,1028,0.2542,74.68,28.85,8.26,169.9,123,298
150000,151000,151025,LIMA,YAUYOS,QUINOCAY,575,0.2575,73.64,28.87,8.68,173.8,101,274
150000,151000,151026,LIMA,YAUYOS,SAN JOAQUIN,389,0.3019,79.13,100,8.88,141.5,30,64
150000,151000,151027,LIMA,YAUYOS,SAN PEDRO DE PILAS,398,0.2656,72.62,66.72,7.91,143.5,72,135
150000,151000,151028,LIMA,YAUYOS,TANTA,516,0.2747,78.36,33.63,7.93,185.8,70,228
150000,151000,151029,LIMA,YAUYOS,TAURIPAMPA,485,0.2639,72.29,66.72,7.69,144.2,207,242
150000,151000,151030,LIMA,YAUYOS,TOMAS,1123,0.5343,72.33,64.32,10.91,777.2,202,234
150000,151000,151031,LIMA,YAUYOS,TUPE,665,0.2508,78.73,54.62,6.45,137.7,175,152
150000,151000,151032,LIMA,YAUYOS,VINAC,1839,0.245,79.2,43.41,6.61,139.6,308,722
150000,151000,151033,LIMA,YAUYOS,VITIS,594,0.4577,80.96,71.46,9.87,432.6,134,60
150000,151000,151001,LIMA,YAUYOS,YAUYOS,2749,0.4745,70.5,61.39,10.4,604.6,479,433
160000,160200,160202,LORETO,ALTO AMAZONAS,BALSAPUERTO,16409,0.169,70.74,7.23,3.71,193.4,3718,890
160000,160200,160205,LORETO,ALTO AMAZONAS,JEBEROS,4964,0.1722,71.37,6.75,4.8,171.4,1112,398
160000,160200,160206,LORETO,ALTO AMAZONAS,LAGUNAS,14298,0.2617,72.25,32.6,6.26,210.3,3832,1134
160000,160200,160210,LORETO,ALTO AMAZONAS,SANTA CRUZ,4425,0.1901,72.31,6.87,5.41,197.7,1071,445
160000,160200,160211,LORETO,ALTO AMAZONAS,TENIENTE CESAR LOPEZ ROJAS,6492,0.2058,70.96,12.83,5.28,193.1,1666,1042
160000,160200,160201,LORETO,ALTO AMAZONAS,YURIMAGUAS,70575,0.3687,70.58,37.94,7.87,439,21092,14711
160000,160700,160706,LORETO,DATEM DEL MARANON,ANDOAS,11467,0.2361,73.64,8.14,4.44,360.5,861,1025
160000,160700,160701,LORETO,DATEM DEL MARANON,BARRANCA,13329,0.3162,70.38,24.87,7.18,370.9,3037,2240
160000,160700,160702,LORETO,DATEM DEL MARANON,CAHUAPANAS,7962,0.1256,67.05,5.39,4.62,102.5,1797,249
160000,160700,160703,LORETO,DATEM DEL MARANON,MANSERICHE,10148,0.2339,70.29,11.85,6.03,257.5,1314,1734
160000,160700,160704,LORETO,DATEM DEL MARANON,MORONA,10230,0.1597,74.73,11.07,5.7,104.4,751,688
160000,160700,160705,LORETO,DATEM DEL MARANON,PASTAZA,6484,0.1981,69.56,7.91,5.03,227.4,946,1151
160000,160300,160301,LORETO,LORETO,NAUTA,30434,0.3493,69.62,40.38,7.3,392.4,7547,5823
160000,160300,160302,LORETO,LORETO,PARINARI,7501,0.2541,70.67,26.38,6.44,216,1053,1415
160000,160300,160303,LORETO,LORETO,TIGRE,8209,0.2448,69.68,20.2,6.21,228.9,557,1792
160000,160300,160304,LORETO,LORETO,TROMPETEROS,9615,0.3102,69.25,10.45,8.42,487.2,1241,879
160000,160300,160305,LORETO,LORETO,URARINAS,13749,0.2052,71.12,8.63,4.91,236.6,1380,2233
160000,160400,160402,LORETO,MARISCAL RAMON CASTILLA,PEBAS,16096,0.2733,67.47,19.98,6.73,305,1429,2944
160000,160400,160401,LORETO,MARISCAL RAMON CASTILLA,RAMON CASTILLA,22538,0.2992,66.99,25.32,7.17,339.9,1971,5947
160000,160400,160404,LORETO,MARISCAL RAMON CASTILLA,SAN PABLO,14858,0.2463,67.68,17.76,5.99,261.2,1424,2416
160000,160400,160403,LORETO,MARISCAL RAMON CASTILLA,YAVARI,13651,0.2875,67.71,17.82,6.41,377.1,587,3491
160000,160100,160102,LORETO,MAYNAS,ALTO NANAY,2800,0.2534,74.75,18.18,6.3,236.4,512,971
160000,160100,160112,LORETO,MAYNAS,BELEN,75209,0.4539,69.5,49.16,8.68,671.7,16364,16551
160000,160100,160103,LORETO,MAYNAS,FERNANDO LORES,20419,0.2812,72.62,23.04,6.67,280.9,4045,2680
160000,160100,160104,LORETO,MAYNAS,INDIANA,12015,0.3049,74.01,28.95,6.76,304,2830,2278
160000,160100,160101,LORETO,MAYNAS,IQUITOS,158738,0.5247,71,64.31,10.68,767.3,57043,35201
160000,160100,160105,LORETO,MAYNAS,LAS AMAZONAS,10377,0.2663,73,15.37,6.01,307.6,2224,1528
160000,160100,160106,LORETO,MAYNAS,MAZAN,13938,0.2559,71.82,15.28,6.06,282.2,3986,1455
160000,160100,160107,LORETO,MAYNAS,NAPO,16221,0.247,71.92,18.79,6,236.4,2394,1748
160000,160100,160108,LORETO,MAYNAS,PUNCHANA,87755,0.475,72.18,55.09,9.17,663.5,22700,19257
160000,160100,160801,LORETO,MAYNAS,PUTUMAYO,6159,0.3363,73.5,26.88,7.87,377.1,583,1050
160000,160100,160113,LORETO,MAYNAS,SAN JUAN BAUTISTA,136163,0.4734,70.06,49.36,9.07,727.8,26061,22556
160000,160100,160803,LORETO,MAYNAS,TENIENTE MANUEL CLAVERO,5050,0.2783,74.41,10.25,6,405.3,136,636
160000,160100,160110,LORETO,MAYNAS,TORRES CAUSANA,5187,0.1503,71.77,6.24,5.02,125.3,527,680
160000,160500,160502,LORETO,REQUENA,ALTO TAPICHE,2094,0.2551,70.86,13.75,6.3,291.4,186,427
160000,160500,160503,LORETO,REQUENA,CAPELO,4370,0.2521,71.27,12.47,6.72,281.5,277,951
160000,160500,160504,LORETO,REQUENA,EMILIO SAN MARTIN,7472,0.2534,76.04,20.52,6.36,218.7,844,1338
160000,160500,160510,LORETO,REQUENA,JENARO HERRERA,5584,0.2921,73.16,31.97,6.84,262.2,585,1246
160000,160500,160505,LORETO,REQUENA,MAQUIA,8414,0.2668,74.66,23.48,6.4,240.1,1148,1470
160000,160500,160506,LORETO,REQUENA,PUINAHUA,5893,0.2777,74.3,30.31,6.75,232.6,460,1576
160000,160500,160501,LORETO,REQUENA,REQUENA,29293,0.372,71.25,42.04,8.22,412.7,4476,6679
160000,160500,160507,LORETO,REQUENA,SAQUENA,4912,0.2715,74.14,20.06,6.5,268.9,864,627
160000,160500,160508,LORETO,REQUENA,SOPLIN,678,0.2904,74.18,26.96,7.11,266.9,124,226
160000,160500,160509,LORETO,REQUENA,TAPICHE,1176,0.2943,70.8,12.76,6.76,424.7,124,286
160000,160500,160511,LORETO,REQUENA,YAQUERANA,2820,0.2545,70.22,20.65,6.99,231.3,139,646
160000,160600,160601,LORETO,UCAYALI,CONTAMANA,26370,0.3714,66.33,49.71,8.39,416.7,4800,5073
160000,160600,160602,LORETO,UCAYALI,INAHUAYA,2518,0.257,64.57,13.72,7.1,315.3,391,793
160000,160600,160603,LORETO,UCAYALI,PADRE MARQUEZ,6931,0.3659,70.8,51.06,7.04,399.3,1031,942
160000,160600,160604,LORETO,UCAYALI,PAMPA HERMOSA,9474,0.3222,70,44.69,6.65,316.5,750,1214
160000,160600,160605,LORETO,UCAYALI,SARAYACU,16583,0.2861,68.89,31.09,6.94,270.3,1986,2475
160000,160600,160606,LORETO,UCAYALI,VARGAS GUERRA,8906,0.2874,68.52,24.56,7.21,298.8,1950,1372
170000,170200,170202,MADRE DE DIOS,MANU,FITZCARRALD,1446,0.3683,74.09,16.36,7.46,624.8,101,191
170000,170200,170204,MADRE DE DIOS,MANU,HUEPETUHE,6890,0.5657,72.6,54.22,8.73,1128.4,465,2715
170000,170200,170203,MADRE DE DIOS,MANU,MADRE DE DIOS,11596,0.5196,73.47,47.48,8.66,928.7,308,1958
170000,170200,170201,MADRE DE DIOS,MANU,MANU,2974,0.467,72.71,48.49,7.89,727.2,571,510
170000,170300,170302,MADRE DE DIOS,TAHUAMANU,IBERIA,8081,0.6238,80.23,60.31,9.94,1141,1206,1329
170000,170300,170301,MADRE DE DIOS,TAHUAMANU,INAPARI,1468,0.5762,79.9,44.64,9.11,1110.1,290,527
170000,170300,170303,MADRE DE DIOS,TAHUAMANU,TAHUAMANU,3196,0.5613,79.47,43.67,9.13,1046.2,320,883
170000,170100,170102,MADRE DE DIOS,TAMBOPATA,INAMBARI,9415,0.5471,72.23,45.09,9.19,1093.5,1102,3404
170000,170100,170104,MADRE DE DIOS,TAMBOPATA,LABERINTO,5040,0.4821,73.1,55.71,7.84,743.2,461,2136
170000,170100,170103,MADRE DE DIOS,TAMBOPATA,LAS PIEDRAS,5779,0.4415,72.59,45.05,8.03,636.4,1459,2712
170000,170100,170101,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,71754,0.5932,70.06,72.21,10.71,1053,19094,28262
180000,180200,180202,MOQUEGUA,GENERAL SANCHEZ CERRO,CHOJATA,2463,0.2842,81.04,50.33,7.18,173.7,393,145
180000,180200,180203,MOQUEGUA,GENERAL SANCHEZ CERRO,COALAQUE,1212,0.3953,78.79,64.05,7.11,382,394,340
180000,180200,180204,MOQUEGUA,GENERAL SANCHEZ CERRO,ICHUNA,4578,0.4638,79.66,85.05,8.23,470.1,1143,279
180000,180200,180205,MOQUEGUA,GENERAL SANCHEZ CERRO,LA CAPILLA,2048,0.6714,78.99,82.35,10.09,1230.6,297,252
180000,180200,180206,MOQUEGUA,GENERAL SANCHEZ CERRO,LLOQUE,1744,0.4209,80.98,84.21,9.06,335.4,343,84
180000,180200,180207,MOQUEGUA,GENERAL SANCHEZ CERRO,MATALAQUE,1141,0.4704,79.85,85,9.36,452.2,272,145
180000,180200,180201,MOQUEGUA,GENERAL SANCHEZ CERRO,OMATE,4306,0.5273,78.87,91.67,11.03,556.7,671,1052
180000,180200,180208,MOQUEGUA,GENERAL SANCHEZ CERRO,PUQUINA,2734,0.4968,79.65,64.84,7.57,681.7,958,616
180000,180200,180209,MOQUEGUA,GENERAL SANCHEZ CERRO,QUINISTAQUILLAS,1259,0.525,79.7,77.1,10.15,616.1,272,104
180000,180200,180210,MOQUEGUA,GENERAL SANCHEZ CERRO,UBINAS,3736,0.4289,79.12,72.94,7.9,420.2,853,609
180000,180200,180211,MOQUEGUA,GENERAL SANCHEZ CERRO,YUNGA,2054,0.442,77.99,77.18,8.57,432.3,308,152
180000,180300,180302,MOQUEGUA,ILO,EL ALGARROBAL,292,0.7075,79.74,100,11.19,1211.7,380,220
180000,180300,180301,MOQUEGUA,ILO,ILO,64531,0.6598,77.56,82.3,11.13,1133.7,27399,14928
180000,180300,180303,MOQUEGUA,ILO,PACOCHA,3871,0.792,78.01,97.22,13.32,1595.2,3046,768
180000,180100,180102,MOQUEGUA,MARISCAL NIETO,CARUMAS,5354,0.5005,75.37,66.63,7.54,744.4,1647,684
180000,180100,180103,MOQUEGUA,MARISCAL NIETO,CUCHUMBAYA,2139,0.5441,75.61,76.28,7.43,891.2,932,315
180000,180100,180101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,54693,0.6619,77.32,83.19,11,1151.3,23932,9519
180000,180100,180104,MOQUEGUA,MARISCAL NIETO,SAMEGUA,6581,0.6593,77.65,79.81,10.73,1171.2,3879,1965
180000,180100,180105,MOQUEGUA,MARISCAL NIETO,SAN CRISTOBAL,3892,0.5104,75.3,64.67,7.99,771.7,2018,420
180000,180100,180106,MOQUEGUA,MARISCAL NIETO,TORATA,6231,0.6749,76.14,72.01,9.87,1424.3,4157,1990
190000,190200,190202,PASCO,DANIEL A. CARRION,CHACAYAN,4232,0.3169,77.73,76.29,6.78,207.6,699,340
190000,190200,190203,PASCO,DANIEL A. CARRION,GOYLLARISQUIZGA,3322,0.3517,73.33,82.67,9.53,233.4,279,148
190000,190200,190204,PASCO,DANIEL A. CARRION,PAUCAR,1981,0.284,74.45,56.24,5.78,207.5,586,417
190000,190200,190205,PASCO,DANIEL A. CARRION,SAN PEDRO DE PILLAO,1797,0.3322,72.41,66.79,7.16,262.7,535,231
190000,190200,190206,PASCO,DANIEL A. CARRION,SANTA ANA DE TUSI,20844,0.2369,68.38,79.61,8.27,110.3,2042,1197
190000,190200,190207,PASCO,DANIEL A. CARRION,TAPUC,4258,0.3429,75.34,75.95,7.05,258.5,848,309
190000,190200,190208,PASCO,DANIEL A. CARRION,VILCABAMBA,1737,0.3007,73.03,75,6.96,195.4,513,277
190000,190200,190201,PASCO,DANIEL A. CARRION,YANAHUANCA,13618,0.386,69.52,75.46,8.61,352.7,4211,1957
190000,190300,190302,PASCO,OXAPAMPA,CHONTABAMBA,3413,0.4076,71.51,35.46,7.72,595.1,682,1728
190000,190300,190303,PASCO,OXAPAMPA,HUANCABAMBA,6518,0.3142,70.71,28.71,5.6,397.4,455,2980
190000,190300,190308,PASCO,OXAPAMPA,OXAPAMPA,14387,0.4753,68.05,59.57,9.03,704.8,2864,6151
190000,190300,190304,PASCO,OXAPAMPA,PALCAZU,10039,0.2901,67.27,26.78,6.92,309.9,938,2757
190000,190300,190305,PASCO,OXAPAMPA,POZUZO,8785,0.257,71.13,12.29,5.08,358.2,557,2013
190000,190300,190306,PASCO,OXAPAMPA,PUERTO BERMUDEZ,26625,0.2532,68.9,25.56,6.47,223.6,2483,4342
190000,190300,190307,PASCO,OXAPAMPA,VILLA RICA,19776,0.3821,70.08,36.04,7.7,508.3,2585,6438
190000,190100,190101,PASCO,PASCO,CHAUPIMARCA,27123,0.5192,73.39,80.5,10.73,636.3,11315,6545
190000,190100,190102,PASCO,PASCO,HUACHON,4704,0.3117,72.48,37.35,6.83,294.3,433,1567
190000,190100,190103,PASCO,PASCO,HUARIACA,8248,0.45,72.6,76.54,8.76,497.3,1900,1578
190000,190100,190104,PASCO,PASCO,HUAYLLAY,11247,0.5283,70.03,66.22,9.95,820.7,2571,1880
